idaluno,idturma,motivoinativacao,nomedisciplina,notafase,nomefase,idfasenota,numerofase,idade,corraca,sexo,datasituacaoativo,datasituacaoinativo,datahoraefetivacaomatricula,diasmatriculado,inativo
257,452,,INGLÊS,4.0,MÉDIA ANUAL,282,6,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-25 00:00:00,309.0,False
144,202,Outras prioridades/trabalho,PORTUGUÊS,3.5,1º SEMESTRE,255,2,21.0,B,F,2022-01-01 00:00:00,2022-10-11 20:41:00,2022-02-14 00:00:00,239.0,True
186,185,,INGLÊS,7.5,DIAGNOSTICA 2,245,4,13.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
297,189,,MATEMÁTICA,9.0,2º SEMESTRE,244,3,15.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
347,297,,INGLÊS,4.0,MÉDIA ANUAL,282,6,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
106,208,,INGLÊS,6.0,DIAGNOSTICA 2,263,4,18.0,P,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
104,199,,MATEMÁTICA,6.0,MÉDIA ANUAL,258,6,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
156,234,,INGLÊS,10.0,MÉDIA ANUAL,282,6,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
107,425,,INGLÊS,5.0,MÉDIA ANUAL,282,6,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
321,242,,MATEMÁTICA,3.0,MÉDIA ANUAL,246,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
25,210,,PORTUGUÊS,4.5,MÉDIA ANUAL,270,6,20.0,P,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
121,255,,MATEMÁTICA,7.0,MÉDIA DIAGNÓSTICA,259,5,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
125,278,,INGLÊS,9.0,1º SEMESTRE,279,2,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
232,256,,PORTUGUÊS,9.5,DIAGNOSTICA 2,245,4,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
147,249,,PORTUGUÊS,6.0,DIAGNOSTICA 2,251,4,18.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
309,189,,MATEMÁTICA,8.5,2º SEMESTRE,244,3,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
219,185,,PORTUGUÊS,7.5,2º SEMESTRE,244,3,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
196,169,,MATEMÁTICA,3.0,2º SEMESTRE,238,3,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
121,255,,INGLÊS,6.5,1º SEMESTRE,255,2,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
191,247,,MATEMÁTICA,5.0,MÉDIA ANUAL,240,6,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
210,256,,MATEMÁTICA,5.5,DIAGNOSTICA 2,245,4,15.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-05-27 00:00:00,218.0,False
185,169,,MATEMÁTICA,7.5,MÉDIA ANUAL,240,6,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
32,208,,MATEMÁTICA,1.5,MÉDIA DIAGNÓSTICA,265,5,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
347,249,,MATEMÁTICA,2.5,MÉDIA ANUAL,252,6,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
21,210,,PORTUGUÊS,6.0,2º SEMESTRE,268,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
145,202,,PORTUGUÊS,3.5,2º SEMESTRE,256,3,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
158,201,,MATEMÁTICA,6.5,DIAGNOSTICA 2,257,4,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
364,159,,MATEMÁTICA,4.0,MÉDIA DIAGNÓSTICA,235,5,12.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
29,210,,MATEMÁTICA,8.0,2º SEMESTRE,268,3,19.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
159,289,,INGLÊS,3.5,MÉDIA DIAGNÓSTICA,283,5,18.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
245,169,,PORTUGUÊS,3.5,2º SEMESTRE,238,3,16.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
168,199,,INGLÊS,4.5,DIAGNOSTICA 2,257,4,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-14 00:00:00,320.0,False
239,194,,PORTUGUÊS,3.0,DIAGNOSTICA 2,245,4,16.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:38:00,160.0,False
292,185,,PORTUGUÊS,5.0,DIAGNOSTICA 2,245,4,15.0,A,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
146,234,,INGLÊS,7.0,1º SEMESTRE,279,2,19.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
150,255,,INGLÊS,3.0,DIAGNOSTICA 1,254,1,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
92,270,,INGLÊS,4.0,MÉDIA DIAGNÓSTICA,277,5,20.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
115,280,Falta de retorno as nossas tentativas de contato,INGLÊS,0.0,DIAGNOSTICA 1,278,1,19.0,P,F,2022-01-01 00:00:00,2022-06-10 00:00:00,2022-03-02 00:00:00,100.0,True
150,234,,INGLÊS,3.0,DIAGNOSTICA 1,278,1,18.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
32,208,,PORTUGUÊS,0.0,DIAGNOSTICA 2,263,4,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
355,207,,MATEMÁTICA,1.5,1º SEMESTRE,249,2,16.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
181,203,,MATEMÁTICA,2.5,1º SEMESTRE,249,2,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
310,277,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,283,5,15.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-26 00:00:00,308.0,False
229,180,,PORTUGUÊS,9.0,DIAGNOSTICA 2,239,4,13.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
99,278,,INGLÊS,8.0,2º SEMESTRE,280,3,19.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
202,186,,PORTUGUÊS,5.5,DIAGNOSTICA 1,242,1,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
317,189,,PORTUGUÊS,4.0,DIAGNOSTICA 1,242,1,14.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-03-07 00:00:00,299.0,False
298,193,Falta de retorno as nossas tentativas de contato,PORTUGUÊS,0.0,DIAGNOSTICA 1,242,1,17.0,R,F,2022-01-01 00:00:00,2022-10-11 11:10:00,2022-02-03 00:00:00,250.0,True
176,205,,INGLÊS,0.0,DIAGNOSTICA 1,248,1,17.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
226,181,,MATEMÁTICA,4.5,2º SEMESTRE,238,3,14.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-03 00:00:00,331.0,False
136,234,,INGLÊS,5.0,MÉDIA DIAGNÓSTICA,283,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
4,211,,INGLÊS,0.0,2º SEMESTRE,268,3,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
139,201,,INGLÊS,2.5,MÉDIA DIAGNÓSTICA,259,5,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
249,303,,INGLÊS,4.5,DIAGNOSTICA 2,281,4,16.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-02-27 00:00:00,307.0,False
271,186,,PORTUGUÊS,6.0,1º SEMESTRE,243,2,17.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-20 00:00:00,345.0,False
263,194,,INGLÊS,0.0,1º SEMESTRE,243,2,14.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
123,201,,MATEMÁTICA,2.0,MÉDIA DIAGNÓSTICA,259,5,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
149,249,,INGLÊS,7.5,MÉDIA ANUAL,252,6,17.0,R,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-19 00:00:00,346.0,False
26,210,,PORTUGUÊS,4.5,MÉDIA ANUAL,270,6,19.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-18 00:00:00,347.0,False
232,256,,PORTUGUÊS,6.0,DIAGNOSTICA 1,242,1,14.0,B,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
123,201,,PORTUGUÊS,6.0,MÉDIA ANUAL,258,6,17.0,B,F,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-01-21 00:00:00,344.0,False
240,194,,INGLÊS,0.0,DIAGNOSTICA 2,245,4,15.0,R,M,2022-01-01 00:00:00,2022-12-31 00:00:00,2022-07-23 13:39:00,160.0,False
